 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-04.jpg,307200,214.012,0,255,0,1,65744355,312.933,239.539,38437.181,20044.988,-787.298,0.063,-0.004,-1.366,-1.230,-2.447,2.240E16
