 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-04.jpg,307200,254.854,0,255,0,1,78291120,320.019,239.980,34152.141,19210.154,0.628,-2.978E-4,4.180E-4,-1.201,-1.201,0.002,1.748E16
