 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-04.jpg,307200,253.640,0,255,0,1,77918310,320.165,239.971,34308.462,19297.155,1.732,-0.003,6.532E-4,-1.209,-1.209,0.007,1.756E16
