 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-12.jpg,307200,220.084,0,255,0,1,67609935,319.062,233.996,37060.200,19599.106,-340.134,-0.010,0.062,-1.299,-1.201,-1.116,2.064E16
