 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-11.jpg,307200,253.202,0,255,0,1,77783670,319.963,240.068,34371.398,19323.509,-0.866,6.008E-4,-0.001,-1.212,-1.211,-0.003,1.761E16
