 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-11.jpg,307200,211.012,0,255,0,1,64823040,318.179,233.968,38354.546,19918.152,-501.146,0.005,0.064,-1.343,-1.215,-1.556,2.210E16
