 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-07.jpg,307200,212.901,0,255,0,1,65403165,318.024,237.816,38889.202,20171.889,-1178.417,0.020,-7.593E-4,-1.368,-1.257,-3.588,2.328E16
