 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-12.jpg,307200,252.585,0,255,0,1,77594205,319.949,240.142,34449.838,19364.710,-2.377,8.151E-4,-0.002,-1.216,-1.214,-0.009,1.766E16
