 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-07.jpg,307200,254.778,0,255,0,1,78267660,319.971,239.972,34161.982,19215.692,-0.953,4.706E-4,5.878E-4,-1.201,-1.201,-0.004,1.748E16
