 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-12.jpg,307200,203.622,0,255,0,1,62552775,314.426,237.308,40245.330,20657.869,-1017.007,0.063,0.020,-1.409,-1.270,-2.964,2.426E16
