 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-04.jpg,307200,209.576,0,255,0,1,64381635,304.011,233.803,38209.560,20456.884,-1701.727,0.180,0.068,-1.303,-1.262,-5.426,2.104E16
