 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-11.jpg,307200,207.558,0,255,0,1,63761730,315.866,236.402,39628.963,20437.360,-1002.995,0.045,0.032,-1.390,-1.257,-2.984,2.374E16
