 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-12.jpg,307200,254.411,0,255,0,1,78154950,319.978,239.941,34211.316,19242.422,-0.617,3.484E-4,0.001,-1.204,-1.204,-0.002,1.751E16
