 ,Image,Area,Mean,Min,Max,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Elong.
1,178-11.jpg,307200,215.502,0,255,0,1,66202335,319.609,235.138,37841.065,19830.576,-271.460,-0.013,0.049,-1.331,-1.215,-0.863,2.149E16
